gene_id,log2FoldChange,pvalue,padj,Comparison
YBR244W,-1.573269,6.22234e-05,0.0004213215,A_vs_D
YBR248C,-1.107646,5.18911e-06,4.813156e-05,A_vs_D
YBR254C,-1.418823,0.001565987,0.00631357,A_vs_D
YBR256C,-1.247433,6.945993e-05,0.000459597,A_vs_D
YBR293W,-1.226998,0.0004788937,0.002330973,A_vs_D
YBR297W,-1.873192,2.269742e-08,4.295593e-07,A_vs_D
YBR299W,-3.831718,6.93028e-22,1.2421509999999998e-19,A_vs_D
YCL018W,-1.676731,1.618861e-06,1.749174e-05,A_vs_D
YCL025C,-1.137194,3.959563e-06,3.81194e-05,A_vs_D
YCL030C,-3.307216,2.589399e-15,2.099243e-13,A_vs_D
YCL038C,-1.818028,4.029716e-09,8.770389e-08,A_vs_D
YCL040W,-1.803225,2.140911e-11,8.583364e-10,A_vs_D
YCL042W,-1.063189,0.004312538,0.01469833,A_vs_D
YCR005C,-2.123637,2.726022e-12,1.318443e-10,A_vs_D
YCR006C,-1.243933,0.001986827,0.007715949,A_vs_D
YCR012W,-1.699168,1.425291e-05,0.0001147387,A_vs_D
YCR015C,-1.647445,6.542371e-07,8.136573e-06,A_vs_D
YCR017C,-1.13983,8.945741e-12,3.839109e-10,A_vs_D
YCR019W,-1.05665,0.00113472,0.00480426,A_vs_D
YCR020C-A,-2.480898,3.474635e-07,4.65372e-06,A_vs_D
YCR023C,-1.004999,2.80201e-06,2.845909e-05,A_vs_D
YCR028C,-1.119093,0.0002558853,0.001371473,A_vs_D
YCR041W,-1.190104,6.231973e-06,5.643037e-05,A_vs_D
YCR044C,-1.083315,0.000203936,0.00112878,A_vs_D
YCR048W,-1.004921,0.005956138,0.01913374,A_vs_D
YCR061W,-1.41228,2.171398e-06,2.273625e-05,A_vs_D
YCR097W,-1.567214,1.71813e-07,2.504852e-06,A_vs_D
YDL009C,-1.499964,1.412027e-05,0.0001138394,A_vs_D
YDL021W,-1.161991,0.0001925043,0.001073304,A_vs_D
YDL033C,-1.14662,0.0004720888,0.00230337,A_vs_D
YDL052C,-1.42081,9.714806e-10,2.530001e-08,A_vs_D
YDL066W,-1.072033,2.204405e-05,0.0001664306,A_vs_D
YDL085C-A,-1.535991,3.568968e-08,6.41572e-07,A_vs_D
YDL119C,-1.841286,6.252482e-11,2.164922e-09,A_vs_D
YDL125C,-1.196593,1.404583e-07,2.123953e-06,A_vs_D
YDL133C-A,-1.633632,1.47111e-05,0.0001178048,A_vs_D
YDL138W,-1.441167,1.410873e-08,2.755725e-07,A_vs_D
YDL141W,-1.194947,7.714575e-06,6.764406e-05,A_vs_D
YDL142C,-1.277765,0.0003369402,0.001734218,A_vs_D
YDL160C,-1.400316,6.917836e-08,1.121205e-06,A_vs_D
YDL178W,-1.079649,3.294328e-08,5.974891e-07,A_vs_D
YDL184C,-1.948994,4.257438e-08,7.476896e-07,A_vs_D
YDL185W,-1.425754,8.030191e-11,2.733854e-09,A_vs_D
YDL205C,-1.036136,1.935457e-06,2.054822e-05,A_vs_D
YDL215C,-1.498752,6.096904e-11,2.135318e-09,A_vs_D
YDL222C,-1.032134,0.006401777,0.02023466,A_vs_D
YDL238C,-1.108962,0.0005941426,0.002806748,A_vs_D
YDR007W,-1.187989,0.0001615972,0.0009308388,A_vs_D
YDR031W,-1.027084,0.002649802,0.009852282,A_vs_D
YDR034C-D,-2.699285,1.904195e-18,2.320833e-16,A_vs_D
YDR038C,-2.765712,1.477903e-06,1.620134e-05,A_vs_D
YDR040C,-1.074051,0.0118107,0.03371166,A_vs_D
YDR044W,-1.694199,6.04482e-06,5.506297e-05,A_vs_D
YDR046C,-1.177377,2.227175e-15,1.834108e-13,A_vs_D
YDR066C,-1.442486,6.807766e-05,0.0004539007,A_vs_D
YDR075W,-1.092859,0.002389131,0.009026266,A_vs_D
YDR078C,-1.041119,7.660827e-07,9.262913e-06,A_vs_D
YDR119W-A,-1.309616,1.712771e-05,0.0001338157,A_vs_D
YDR131C,-1.21464,2.43058e-05,0.0001812969,A_vs_D
YDR177W,-1.078603,3.891742e-10,1.097976e-08,A_vs_D
YDR189W,-1.537418,2.263593e-09,5.388412e-08,A_vs_D
YDR210W-B,-1.237865,0.00598044,0.01918148,A_vs_D
YDR212W,-1.094884,0.0001616061,0.0009308388,A_vs_D
YDR233C,-1.400574,1.205922e-09,3.036732e-08,A_vs_D
YDR246W-A,-1.593732,0.0008283356,0.003695371,A_vs_D
YDR249C,-1.996863,9.804491e-13,5.171751e-11,A_vs_D
YDR254W,-1.486712,3.388438e-09,7.591597e-08,A_vs_D
YDR260C,-1.506204,0.00200438,0.007760288,A_vs_D
YDR261W-B,-2.403194,1.537317e-11,6.287522e-10,A_vs_D
YDR275W,-1.129731,0.0001273009,0.0007688521,A_vs_D
YDR282C,-1.136959,2.276463e-05,0.0001704271,A_vs_D
YDR288W,-1.398446,1.46747e-05,0.0001176679,A_vs_D
YDR302W,-1.003303,0.004823073,0.01615161,A_vs_D
YDR319C,-1.070777,2.04964e-05,0.0001565906,A_vs_D
YDR320C-A,-1.155629,0.003218036,0.01160397,A_vs_D
YDR328C,-1.010657,0.0003864176,0.001942441,A_vs_D
YDR357C,-1.650403,4.401764e-07,5.707308e-06,A_vs_D
YDR371W,-1.876403,6.073522e-10,1.637701e-08,A_vs_D
YDR385W,-1.593835,1.480699e-05,0.0001184171,A_vs_D
YDR408C,-1.235928,0.0002469613,0.001331842,A_vs_D
YDR409W,-1.220095,2.168656e-06,2.273625e-05,A_vs_D
YDR424C,-1.082803,8.937742e-05,0.0005745422,A_vs_D
YDR437W,-1.068975,0.01284309,0.03613378,A_vs_D
YDR449C,-2.071942,2.835457e-08,5.233017e-07,A_vs_D
YDR456W,-1.202457,3.642903e-09,8.014386e-08,A_vs_D
YDR476C,-1.361839,1.18841e-05,9.747201e-05,A_vs_D
YDR481C,-1.155597,8.580277e-07,1.023253e-05,A_vs_D
YDR502C,-2.449838,1.319939e-07,2.021033e-06,A_vs_D
YDR504C,-1.930539,4.963004e-11,1.808959e-09,A_vs_D
YDR513W,-1.392509,0.0007624687,0.003452068,A_vs_D
YDR541C,-1.405392,2.189138e-05,0.0001659279,A_vs_D
YEL003W,-2.406842,6.461756000000001e-17,6.674227e-15,A_vs_D
YEL017C-A,-1.904299,7.464045e-06,6.590343e-05,A_vs_D
YEL020W-A,-1.271101,0.000220756,0.001204713,A_vs_D
YEL024W,-2.625658,1.10318e-05,9.159102e-05,A_vs_D
YEL025C,-2.09887,4.201853e-15,3.241277e-13,A_vs_D
YEL040W,-2.435796,7.316052e-10,1.946901e-08,A_vs_D
YEL046C,-2.981028,5.761973e-15,4.28213e-13,A_vs_D
YEL047C,-2.221345,1.995219e-10,6.019239e-09,A_vs_D
YEL062W,-1.337277,1.303565e-07,2.000989e-06,A_vs_D
YEL063C,-1.05437,6.417413e-07,7.997488e-06,A_vs_D
YEL065W,-2.217766,4.432557e-09,9.612812e-08,A_vs_D
YEL071W,-3.329703,4.3123870000000004e-23,8.212403e-21,A_vs_D
YEL072W,-1.881438,3.398293e-10,9.722627e-09,A_vs_D
YER001W,-1.238345,1.198987e-06,1.347473e-05,A_vs_D
YER009W,-5.443849,2.276849e-42,1.261374e-39,A_vs_D
YER043C,-1.654404,1.843355e-07,2.661944e-06,A_vs_D
YER044C,-1.35046,1.601221e-06,1.736271e-05,A_vs_D
YER046W,-2.302458,3.712786e-10,1.052359e-08,A_vs_D
YER052C,-1.063432,0.001890942,0.007405786,A_vs_D
YER055C,-1.45099,1.168555e-05,9.610222e-05,A_vs_D
YER061C,-1.356338,7.342621e-05,0.000482176,A_vs_D
YER066W,-1.318677,3.643799e-06,3.569985e-05,A_vs_D
YER070W,-1.069117,0.002302922,0.008734719,A_vs_D
YER071C,-1.146978,0.001186594,0.004959606,A_vs_D
YER072W,-1.636631,8.676852e-06,7.457931e-05,A_vs_D
YER078C,-1.752379,3.066118e-12,1.471254e-10,A_vs_D
YER086W,-1.463586,2.96529e-07,4.051676e-06,A_vs_D
YER091C,-2.91866,5.682713e-08,9.53216e-07,A_vs_D
YER119C,-1.022607,4.557255e-07,5.87144e-06,A_vs_D
YER138W-A,-2.950602,7.499427e-12,3.264393e-10,A_vs_D
YER160C,-1.146931,0.009041828,0.02699701,A_vs_D
YER168C,-1.000187,3.892902e-05,0.000277466,A_vs_D
YER174C,-1.041497,0.0038321,0.01332163,A_vs_D
YER188W,-3.451946,1.047551e-09,2.682259e-08,A_vs_D
YFL002W-A,-1.173523,0.001679176,0.006701309,A_vs_D
YFL005W,-1.047515,0.005303292,0.01740348,A_vs_D
YFL009W,-1.642937,1.961192e-13,1.171716e-11,A_vs_D
YFL010W-A,-3.998099,1.561065e-10,4.903675e-09,A_vs_D
YFL017W-A,-1.377781,0.003541982,0.01246958,A_vs_D
YFL051C,-2.189813,4.712904e-06,4.411742e-05,A_vs_D
YFL052W,-1.745038,7.353888e-07,8.951736e-06,A_vs_D
YFL054C,-1.04107,0.01287604,0.03620978,A_vs_D
YFR020W,-1.51713,6.198472e-06,5.621055e-05,A_vs_D
YFR022W,-1.041744,1.546713e-05,0.0001225276,A_vs_D
YFR035C,-1.164561,0.005077847,0.01682675,A_vs_D
YFR055W,-2.74165,2.496699e-10,7.314848e-09,A_vs_D
YGL001C,-2.171007,3.451418e-11,1.282496e-09,A_vs_D
YGL028C,-1.055971,0.001432039,0.005864815,A_vs_D
YGL054C,-1.255497,0.0004004656,0.00199872,A_vs_D
YGL064C,-2.281366,1.900407e-18,2.320833e-16,A_vs_D
YGL077C,-1.575048,2.567502e-09,6.017831e-08,A_vs_D
YGL082W,-2.087347,3.626464e-09,8.007127e-08,A_vs_D
YGL162W,-1.806112,4.392064e-10,1.216602e-08,A_vs_D
YGL188C-A,-2.75029,6.851497e-07,8.434954e-06,A_vs_D
YGL194C-A,-1.171843,0.001415851,0.005814146,A_vs_D
YGL234W,-1.089147,0.005386975,0.0176401,A_vs_D
YGL253W,-1.41538,1.041308e-05,8.752732e-05,A_vs_D
YGL255W,-3.764649,2.18327e-10,6.490169e-09,A_vs_D
YGL256W,-3.637693,1.798053e-13,1.084885e-11,A_vs_D
YGL262W,-1.305667,8.116171e-05,0.0005261696,A_vs_D
YGL263W,-1.900555,4.723743e-06,4.415106e-05,A_vs_D
YGR003W,-1.944028,4.215635e-11,1.556974e-09,A_vs_D
YGR050C,-1.05585,0.001244214,0.005182668,A_vs_D
YGR081C,-1.051368,0.0009387638,0.004100951,A_vs_D
YGR109W-B,-1.145139,0.003428599,0.01216175,A_vs_D
YGR121C,-1.346022,1.366279e-06,1.51109e-05,A_vs_D
YGR132C,-1.196696,0.0008589667,0.003812486,A_vs_D
YGR161C-D,-3.563881,0.001118783,0.004753817,A_vs_D
YGR175C,-1.099658,0.0001165375,0.000715186,A_vs_D
YGR191W,-1.153184,0.0001720569,0.0009808368,A_vs_D
YGR203W,-1.657767,3.655564e-05,0.0002623911,A_vs_D
YGR212W,-1.543276,3.880959e-06,3.748109e-05,A_vs_D
YGR222W,-1.49238,1.594812e-10,4.958564e-09,A_vs_D
YGR247W,-1.884728,6.029345e-05,0.0004109936,A_vs_D
YGR286C,-1.027024,0.004836659,0.01617565,A_vs_D
YGR287C,-2.192243,3.502316e-09,7.817991e-08,A_vs_D
YGR288W,-2.337256,2.8363409999999997e-19,3.841036e-17,A_vs_D
YGR289C,-4.520597,4.5116049999999996e-20,6.705785e-18,A_vs_D
YGR292W,-4.701156,9.862726e-11,3.266492e-09,A_vs_D
YHL018W,-1.092906,0.01106843,0.03189174,A_vs_D
YHL035C,-1.171857,2.337478e-11,9.190058e-10,A_vs_D
YHL036W,-1.485678,2.333413e-06,2.42659e-05,A_vs_D
YHL042W,-1.663691,0.001148134,0.004825328,A_vs_D
YHL043W,-3.070075,5.73291e-13,3.147419e-11,A_vs_D
YHL044W,-1.546036,9.974107e-06,8.430265e-05,A_vs_D
YHR003C,-5.916373,4.796336e-63,4.871478e-60,A_vs_D
YHR018C,-1.787162,8.779887e-08,1.39335e-06,A_vs_D
YHR026W,-1.095334,0.0005446143,0.002609182,A_vs_D
YHR029C,-1.040621,0.004944904,0.01644882,A_vs_D
YHR039C,-1.910148,1.690968e-07,2.481026e-06,A_vs_D
YHR046C,-1.990148,2.273729e-06,2.368564e-05,A_vs_D
YHR063C,-2.462493,5.455462e-13,3.022326e-11,A_vs_D
YHR074W,-1.146893,2.507318e-05,0.0001858832,A_vs_D
YHR112C,-2.29708,1.070415e-11,4.529935e-10,A_vs_D
YHR123W,-1.367035,0.0001211617,0.0007382652,A_vs_D
YHR133C,-1.106019,0.001569482,0.006317322,A_vs_D
YHR136C,-3.796923,5.103997e-12,2.287041e-10,A_vs_D
YHR137W,-1.264968,0.001110003,0.004727016,A_vs_D
YHR143W,-1.627668,6.616945e-05,0.000444291,A_vs_D
YHR162W,-1.019823,0.0006232091,0.002919167,A_vs_D
YHR167W,-1.049052,8.182928e-06,7.085509e-05,A_vs_D
YHR171W,-1.651147,5.485431e-07,6.906657e-06,A_vs_D
YHR175W,-1.036182,0.003177744,0.01149951,A_vs_D
YHR180W,-2.081901,3.572768e-09,7.946149e-08,A_vs_D
YHR183W,-1.008085,0.0004444581,0.002182536,A_vs_D
YHR190W,-1.336058,3.093959e-06,3.085857e-05,A_vs_D
YHR204W,-1.58421,1.585582e-06,1.723092e-05,A_vs_D
YHR206W,-1.089198,0.0006226228,0.002918664,A_vs_D
YHR210C,-1.510436,4.612939e-05,0.0003223767,A_vs_D
YHR211W,-3.042347,5.464026e-11,1.947238e-09,A_vs_D
YHR214C-E,-3.794014,1.136909e-10,3.627395e-09,A_vs_D
YHR216W,-1.692503,1.265807e-08,2.52086e-07,A_vs_D
YIL029C,-1.007471,0.0151521,0.04122182,A_vs_D
YIL043C,-1.800607,1.613126e-06,1.746072e-05,A_vs_D
YIL057C,-1.118104,0.005941689,0.01910747,A_vs_D
YIL060W,-2.189237,4.486493e-13,2.50832e-11,A_vs_D
YIL074C,-1.353792,0.0002857676,0.00151038,A_vs_D
YIL082W-A,-5.620916,6.886896e-07,8.461441e-06,A_vs_D
YIL088C,-1.84202,1.193167e-11,5.014591e-10,A_vs_D
YIL116W,-1.099491,0.0001530964,0.0008902381,A_vs_D
YIL162W,-1.611437,5.693643e-08,9.53216e-07,A_vs_D
YIL164C,-1.002023,0.005502229,0.01791164,A_vs_D
YIL166C,-1.390549,2.05053e-05,0.0001565906,A_vs_D
YIL169C,-1.038408,0.001817548,0.007164382,A_vs_D
YIR032C,-1.159676,0.004750518,0.01597116,A_vs_D
YIR043C,-1.626996,1.789444e-05,0.0001390927,A_vs_D
YJL002C,-1.067915,4.004108e-05,0.000283733,A_vs_D
YJL003W,-1.934081,3.759015e-07,4.979878e-06,A_vs_D
YJL004C,-1.44167,0.000150668,0.0008794741,A_vs_D
YJL008C,-1.098863,1.802786e-06,1.9274e-05,A_vs_D
YJL012C,-1.440312,6.170492e-06,5.611284e-05,A_vs_D
YJL053W,-1.52394,1.34548e-06,1.496748e-05,A_vs_D
YJL056C,-1.311113,5.538438e-06,5.106088e-05,A_vs_D
YJL060W,-1.194731,0.000414725,0.002056415,A_vs_D
YJL078C,-2.038421,4.026386e-10,1.120402e-08,A_vs_D
YJL101C,-2.157032,1.386597e-27,3.5208020000000002e-25,A_vs_D
YJL113W,-1.83698,0.0001335115,0.0007984488,A_vs_D
YJL126W,-1.469373,2.914544e-05,0.0002134763,A_vs_D
YJL159W,-1.397567,2.319939e-07,3.242594e-06,A_vs_D
YJL161W,-1.392186,9.564543e-05,0.0006071492,A_vs_D
YJL167W,-1.938116,2.124583e-09,5.097325e-08,A_vs_D
YJL194W,-1.317077,0.0003746759,0.001897984,A_vs_D
YJL196C,-1.542531,2.597639e-05,0.0001916467,A_vs_D
YJL199C,-2.820745,3.972807e-09,8.705732e-08,A_vs_D
YJL206C,-1.100374,8.63737e-07,1.02805e-05,A_vs_D
YJL214W,-1.200342,0.0006579037,0.003055843,A_vs_D
YJL216C,-1.2301,0.003037446,0.01108395,A_vs_D
YJR001W,-1.007743,6.312302e-06,5.707295e-05,A_vs_D
YJR009C,-2.368888,1.118477e-06,1.276404e-05,A_vs_D
YJR010W,-1.581729,6.271727e-09,1.33636e-07,A_vs_D
YJR011C,-1.256614,1.542374e-05,0.0001225276,A_vs_D
YJR016C,-1.411305,9.55592e-05,0.0006071492,A_vs_D
YJR030C,-3.376378,6.096884000000001e-32,2.0641340000000001e-29,A_vs_D
YJR042W,-1.005835,1.200653e-06,1.347473e-05,A_vs_D
YJR062C,-3.223214,1.817408e-31,5.829097000000001e-29,A_vs_D
YJR090C,-1.392075,3.720075e-13,2.118704e-11,A_vs_D
YJR099W,-1.029146,0.0005483493,0.002622952,A_vs_D
YJR107C-A,-1.61581,8.330644e-11,2.804803e-09,A_vs_D
YJR109C,-1.623539,2.924844e-09,6.765885e-08,A_vs_D
YJR116W,-1.832432,2.023059e-07,2.894019e-06,A_vs_D
YJR121W,-1.556498,8.801865e-07,1.045586e-05,A_vs_D
YJR124C,-1.780289,2.831288e-07,3.886006e-06,A_vs_D
YJR136C,-1.289547,3.114142e-05,0.000227549,A_vs_D
YJR137C,-1.591528,9.966716e-09,2.024572e-07,A_vs_D
YJR152W,-1.033548,0.008606112,0.02584803,A_vs_D
YJR161C,-1.479092,9.571487e-07,1.113142e-05,A_vs_D
YKL001C,-1.296768,0.0007829232,0.003531557,A_vs_D
YKL025C,-1.299475,6.371777e-06,5.744025e-05,A_vs_D
YKL039W,-1.026516,2.289057e-07,3.221596e-06,A_vs_D
YKL043W,-1.325767,1.153804e-10,3.662125e-09,A_vs_D
YKL051W,-1.036182,5.750051e-06,5.273501e-05,A_vs_D
YKL080W,-1.141511,4.298293e-06,4.099186e-05,A_vs_D
YKL102C,-2.270035,0.0002446208,0.00132156,A_vs_D
YKL103C,-1.22069,3.69808e-06,3.611554e-05,A_vs_D
YKL108W,-6.163086,5.421875e-87,8.260226e-84,A_vs_D
YKL120W,-1.206841,0.001574258,0.006328184,A_vs_D
YKL128C,-1.080102,0.004834565,0.01617565,A_vs_D
YKL132C,-1.017678,0.006426747,0.02029254,A_vs_D
YKL150W,-1.77136,2.468838e-09,5.831434e-08,A_vs_D
YKL151C,-1.166728,0.0002298617,0.001250694,A_vs_D
YKL174C,-1.352587,8.928232e-08,1.411824e-06,A_vs_D
YKL184W,-1.271934,5.219099e-07,6.612305e-06,A_vs_D
YKL198C,-1.114139,7.78546e-06,6.806972e-05,A_vs_D
YKL206C,-1.616515,2.660404e-08,4.942835e-07,A_vs_D
YKL211C,-1.039043,0.0001502412,0.0008778233,A_vs_D
YKL212W,-1.24038,2.783166e-06,2.831488e-05,A_vs_D
YKL213C,-1.558607,9.491378e-14,6.025048e-12,A_vs_D
YKL219W,-2.954047,1.776534e-16,1.718444e-14,A_vs_D
YKL220C,-1.122263,0.0001288697,0.000774489,A_vs_D
YKR005C,-1.337403,0.000880203,0.003886926,A_vs_D
YKR021W,-1.424876,5.478569e-08,9.299833e-07,A_vs_D
YKR027W,-1.266172,2.479175e-05,0.00018447,A_vs_D
YKR032W,-1.040887,0.01358475,0.03780158,A_vs_D
YKR039W,-1.559023,7.20289e-06,6.415107e-05,A_vs_D
YKR046C,-1.116798,6.159863e-05,0.0004181677,A_vs_D
YKR074W,-1.959167,4.028009e-14,2.727409e-12,A_vs_D
YKR080W,-1.096187,0.004917536,0.01636672,A_vs_D
YKR093W,-1.482676,8.490082e-11,2.842778e-09,A_vs_D
YKR102W,-2.166802,1.478506e-07,2.202938e-06,A_vs_D
YLL014W,-1.33888,0.0002050476,0.001132874,A_vs_D
YLL015W,-1.041824,2.724401e-11,1.044182e-09,A_vs_D
YLL017W,-1.078474,0.01232638,0.03487325,A_vs_D
YLL018C-A,-1.374943,0.002614566,0.009739099,A_vs_D
YLL024C,-1.028626,0.0002874357,0.001516477,A_vs_D
YLL031C,-1.13787,2.62184e-06,2.689813e-05,A_vs_D
YLL051C,-1.135671,3.205646e-06,3.18163e-05,A_vs_D
YLL055W,-1.256987,0.0002022034,0.001122247,A_vs_D
YLL062C,-1.357231,3.999943e-05,0.000283733,A_vs_D
YLL066C,-2.360437,2.078555e-15,1.735166e-13,A_vs_D
YLR034C,-2.732474,2.6463630000000002e-33,1.007933e-30,A_vs_D
YLR036C,-1.103442,1.166133e-05,9.610222e-05,A_vs_D
YLR053C,-1.440789,8.856046e-05,0.0005698917,A_vs_D
YLR054C,-1.025146,0.0092633,0.02757352,A_vs_D
YLR058C,-1.767415,0.0001538833,0.000893961,A_vs_D
YLR081W,-4.683823,3.1440900000000003e-19,4.165236e-17,A_vs_D
YLR089C,-1.752553,1.708899e-14,1.210934e-12,A_vs_D
YLR092W,-1.94471,6.29559e-08,1.036901e-06,A_vs_D
YLR093C,-1.078759,4.396088e-08,7.636964e-07,A_vs_D
YLR100W,-1.859536,1.065132e-10,3.434348e-09,A_vs_D
YLR113W,-1.026126,2.953615e-06,2.965293e-05,A_vs_D
YLR134W,-1.644383,0.0002096386,0.001154054,A_vs_D
YLR136C,-1.04806,0.008225379,0.02497475,A_vs_D
YLR152C,-1.340984,5.037422e-07,6.408778e-06,A_vs_D
YLR153C,-1.860687,1.817314e-10,5.593288e-09,A_vs_D
YLR166C,-1.062457,6.162038e-05,0.0004181677,A_vs_D
YLR173W,-1.083412,0.000179492,0.001015621,A_vs_D
YLR180W,-1.558452,0.0001423711,0.0008424651,A_vs_D
YLR188W,-1.00185,0.003487047,0.01231744,A_vs_D
YLR206W,-1.044023,5.689045e-08,9.53216e-07,A_vs_D
YLR214W,-1.001236,0.0001051748,0.0006600775,A_vs_D
YLR227W-B,-1.305838,0.00487892,0.0162879,A_vs_D
YLR237W,-1.980281,4.581176e-12,2.093744e-10,A_vs_D
YLR251W,-2.192542,1.58624e-06,1.723092e-05,A_vs_D
YLR262C-A,-1.621881,1.420609e-06,1.568332e-05,A_vs_D
YLR266C,-1.247819,4.962509e-06,4.617028e-05,A_vs_D
YLR267W,-1.695331,0.0004578453,0.002242853,A_vs_D
YLR274W,-1.198788,7.320691e-05,0.0004812545,A_vs_D
YLR275W,-1.269853,9.988018e-05,0.000630093,A_vs_D
YLR303W,-1.138521,0.005066457,0.01680729,A_vs_D
YLR304C,-1.37506,5.258289e-09,1.12831e-07,A_vs_D
YLR306W,-1.043742,0.001729059,0.006877863,A_vs_D
YLR348C,-1.357761,6.073504e-08,1.005759e-06,A_vs_D
YLR351C,-1.197536,3.532227e-06,3.466246e-05,A_vs_D
YLR355C,-1.819451,1.831714e-08,3.510209e-07,A_vs_D
YLR358C,-1.09852,0.008768055,0.02629554,A_vs_D
YLR359W,-1.345631,0.001143447,0.004808947,A_vs_D
YLR389C,-1.132615,7.505246e-10,1.984447e-08,A_vs_D
YLR393W,-1.199992,0.0007255924,0.00331218,A_vs_D
YLR422W,-1.735634,1.6965299999999999e-25,3.6923770000000006e-23,A_vs_D
YLR440C,-1.061799,2.320872e-05,0.0001735386,A_vs_D
YLR450W,-1.093743,1.056666e-09,2.694277e-08,A_vs_D
YLR456W,-1.249198,0.0001279348,0.0007703897,A_vs_D
YLR459W,-2.692232,3.405052e-13,1.957584e-11,A_vs_D
YML003W,-1.158276,0.0005293329,0.002543971,A_vs_D
YML005W,-1.27895,2.685598e-06,2.741379e-05,A_vs_D
YML042W,-1.321639,0.0006194639,0.002910573,A_vs_D
YML052W,-1.60835,3.803736e-06,3.691078e-05,A_vs_D
YML066C,-1.48261,0.0003706637,0.001879222,A_vs_D
YML075C,-1.242257,0.000142848,0.0008443413,A_vs_D
YML083C,-2.129809,2.037432e-09,4.919096e-08,A_vs_D
YML086C,-1.353163,8.040526e-06,6.989866e-05,A_vs_D
YML087C,-5.162804,1.170813e-35,4.756621e-33,A_vs_D
YML120C,-1.17059,0.0004257671,0.002100911,A_vs_D
YML121W,-1.286906,7.782102e-05,0.0005072099,A_vs_D
YML123C,-5.910289,3.574823e-38,1.815414e-35,A_vs_D
YML126C,-1.44699,7.472804e-06,6.590343e-05,A_vs_D
YML127W,-1.529608,2.30697e-07,3.231879e-06,A_vs_D
YMR008C,-1.791348,1.768495e-09,4.310885e-08,A_vs_D
YMR013C,-1.023267,0.0004313522,0.002121598,A_vs_D
YMR015C,-1.762221,2.501845e-05,0.0001857034,A_vs_D
YMR054W,-1.125749,1.024455e-08,2.074097e-07,A_vs_D
YMR058W,-1.21187,0.0007744043,0.003500749,A_vs_D
YMR062C,-1.010593,0.0007366233,0.003357504,A_vs_D
YMR069W,-3.259597,7.050277e-13,3.836106e-11,A_vs_D
YMR074C,-1.201336,0.0003972331,0.001985839,A_vs_D
YMR081C,-1.112226,0.0008007883,0.003593523,A_vs_D
YMR094W,-1.535016,5.072138e-11,1.823588e-09,A_vs_D
YMR105W-A,-1.446947,0.00226619,0.008625961,A_vs_D
YMR119W,-1.644384,3.366467e-12,1.602754e-10,A_vs_D
YMR120C,-2.205556,2.211813e-05,0.0001664306,A_vs_D
YMR150C,-2.764468,2.953274e-09,6.765885e-08,A_vs_D
YMR154C,-1.180895,1.465492e-07,2.188899e-06,A_vs_D
YMR178W,-1.055597,0.0004868409,0.002365876,A_vs_D
YMR182C,-2.060155,3.959577e-07,5.2342e-06,A_vs_D
YMR187C,-1.471816,9.368103e-06,7.973355e-05,A_vs_D
YMR203W,-1.732733,9.100271e-06,7.767094e-05,A_vs_D
YMR205C,-1.177542,1.14298e-06,1.2995e-05,A_vs_D
YMR206W,-1.306641,8.163723e-05,0.0005275687,A_vs_D
YMR220W,-1.060314,8.485183e-05,0.0005477617,A_vs_D
YMR221C,-1.382056,4.786449e-07,6.13556e-06,A_vs_D
YMR237W,-1.090546,2.032792e-05,0.0001560181,A_vs_D
YMR241W,-1.167485,7.31093e-06,6.485125e-05,A_vs_D
YMR251W,-1.466668,0.0004644912,0.002271757,A_vs_D
YMR253C,-1.051832,8.363139e-06,7.208624e-05,A_vs_D
YMR258C,-1.425326,1.874907e-07,2.694737e-06,A_vs_D
YMR261C,-1.690949,2.719851e-11,1.044182e-09,A_vs_D
YMR262W,-1.008445,8.184269e-06,7.085509e-05,A_vs_D
YMR264W,-1.022466,6.17849e-06,5.611284e-05,A_vs_D
YMR271C,-1.662251,6.729578e-05,0.0004496716,A_vs_D
YMR272C,-1.523993,5.762203e-07,7.225281e-06,A_vs_D
YMR300C,-2.547659,4.912151e-07,6.262478e-06,A_vs_D
YMR303C,-2.508472,1.061125e-10,3.434348e-09,A_vs_D
YMR315W,-1.007486,8.37805e-06,7.211276e-05,A_vs_D
YMR319C,-2.491205,1.4113189999999998e-26,3.1854e-24,A_vs_D
YMR320W,-1.341236,0.0001662679,0.0009553752,A_vs_D
YNCB0003W,-1.126458,0.001140669,0.004808947,A_vs_D
YNCB0009C,-4.671686,2.3806329999999997e-30,7.253789e-28,A_vs_D
YNCB0010W,-1.38009,2.037701e-11,8.223677e-10,A_vs_D
YNCB0011C,-5.435627,1.75716e-28,5.099111e-26,A_vs_D
YNCB0013W,-1.708158,7.899963e-05,0.0005132449,A_vs_D
YNCC0004C,-1.429156,1.18835e-05,9.747201e-05,A_vs_D
YNCC0007C,-3.534629,0.001132604,0.004803123,A_vs_D
YNCC0012C,-3.819205,4.834505e-20,7.014636e-18,A_vs_D
YNCD0001W,-21.73054,6.452767e-10,1.732298e-08,A_vs_D
YNCD0006W,-23.5338,5.157708e-18,6.044437e-16,A_vs_D
YNCD0007C,-2.98883,3.174295e-10,9.167846e-09,A_vs_D
YNCD0008W,-1.922748,7.346585e-08,1.184394e-06,A_vs_D
YNCD0009W,-10.56676,6.516766e-09,1.37893e-07,A_vs_D
YNCD0016C,-1.978576,3.975502e-06,3.821247e-05,A_vs_D
